id,address,city,state,zip,bedrooms,bathrooms,sqft,base_rent,has_gym,has_grocery_nearby,pet_friendly,parking_fee,amenity_fee,avg_utilities,walk_score,transit_score,crime_rating,transit_time_to_hub,description
L1431,048 Vasquez Meadows,New Brunswick,NJ,08901,2,1.0,925,2622,False,False,True,150,50,115,95,21,3.9,29,Stop cup decade doctor color operation. Involve believe their wall coach level myself. Whether ever third four me.
L1432,96282 Isaiah Keys Apt. 182,Middletown,NJ,07748,1,1.0,1274,1584,True,True,False,100,50,124,91,69,7.6,58,Collection third feel common in open. Thing position before watch society. Two beautiful now company activity.
L1433,95632 Thomas Haven Apt. 039,Woodbridge,NJ,07095,1,1.0,1067,1702,True,False,False,150,75,198,48,13,8.1,19,Say base detail. Several much concern civil student behavior.
L1434,72346 Sean Manors Apt. 313,East Brunswick,NJ,08816,4,2.0,1967,2654,False,False,True,150,0,87,35,45,6.2,14,"Boy poor society else Republican whole. Case customer between give tonight.
Trip cultural condition like. Model live inside truth all teach."
L1435,79993 Kevin Falls,Freehold,NJ,07728,2,1.5,1389,2064,False,True,False,0,25,121,94,17,3.9,39,"Expert despite film sign.
Collection environmental into friend cultural station occur. Now young close them significant have different."
L1436,574 Christopher Stream Suite 359,Woodbridge,NJ,07095,1,1.0,929,1851,False,True,False,100,75,243,29,75,4.3,50,Structure allow sit. Move energy interview fight suffer play say. Develop measure trade energy defense. How heart my.
L1437,27729 Alex Path,Woodbridge,NJ,07095,2,1.0,830,2693,False,False,False,100,0,216,94,55,8.4,10,American lawyer subject no after wish. In think almost tonight direction easy.
L1438,7941 Kellie Mission Suite 538,Woodbridge,NJ,07095,1,1.0,848,2143,True,True,True,50,75,136,44,81,7.0,43,Space another likely day increase fight spend recent. Than mean loss hundred score fire yes follow. Such PM number.
L1439,20162 Thomas Valleys Apt. 891,Long Branch,NJ,07740,2,2.5,619,2638,True,True,False,100,25,172,37,66,8.8,48,Us make no industry follow third daughter. Less leader trial accept institution. Particularly commercial onto citizen deal.
L1440,302 Steven Plain Apt. 678,Long Branch,NJ,07740,1,1.0,1262,2034,True,True,True,50,0,158,36,36,3.8,15,Plant west even develop box third.
L1441,08808 Shawn Locks,Asbury Park,NJ,07712,1,1.0,1275,1641,True,True,True,0,75,231,27,70,3.8,26,Close watch nearly prepare side strategy successful. Sell air sure leader might process.
L1442,263 Ramirez Forge,Edison,NJ,08817,1,1.0,598,2001,True,True,True,50,25,87,31,28,8.5,27,High prepare politics free miss start machine accept. Action second specific us. Fear price hear imagine.
L1443,039 Banks Mission Apt. 243,Freehold,NJ,07728,1,1.0,1299,1946,True,True,True,0,75,135,44,46,4.1,58,Card share ready among great recognize. Eight senior record spring smile single. Quickly wife them still evening.
L1444,220 Lopez Pine Suite 226,Long Branch,NJ,07740,4,1.0,1438,3432,False,False,True,150,0,126,65,58,5.8,42,Can himself huge whom we notice impact country. Help world training way price child. Social safe easy fly need local win new.
L1445,00144 Denise Shoals Suite 629,Piscataway,NJ,08854,1,1.0,626,1677,True,True,False,100,25,222,25,20,5.1,17,Scientist product table that room. Audience feel admit might offer focus top.
L1446,6919 Hansen River Suite 298,Asbury Park,NJ,07712,2,2.0,1203,2799,False,True,False,100,50,128,28,70,9.1,33,"I capital above listen hair physical.
Past important view issue four lose serious.
Finally somebody film. Building clear different authority create."
L1447,2444 Mitchell Rest,Woodbridge,NJ,07095,4,1.0,1215,3211,False,True,True,50,50,182,95,23,7.8,20,"Management agent seek movement tend.
Worry type those reality like focus. Author likely alone try newspaper sit ground low."
L1448,5811 Woodard Mission,New Brunswick,NJ,08902,4,1.0,2218,3227,True,True,False,150,25,228,95,44,7.9,51,"Responsibility people protect eat project. Another man list anything action early.
Five find much world yes."
L1449,407 Edward Islands Apt. 951,Asbury Park,NJ,07712,2,1.5,914,2296,False,True,False,0,0,144,82,73,4.5,18,Reality remember deal data door. Car area couple world feel sure. Traditional tonight seven subject maintain measure who.
L1450,052 Allen Shoals Apt. 196,Edison,NJ,08817,2,2.0,1010,2494,True,True,False,100,0,157,32,19,7.3,43,"Yes sometimes public city adult.
Toward question live weight guy everything lose recently. Tell quickly quickly case."
L1451,35960 Hall Bridge Apt. 618,Middletown,NJ,07748,1,1.0,1002,1716,False,False,True,0,50,110,69,67,5.0,34,Can main new. Accept trade might any up appear door.
L1452,375 Horton Lakes,Middletown,NJ,07748,1,1.0,1175,2081,False,True,False,150,0,159,69,72,8.0,46,Off station wide among. Respond involve card whom give spring manage far.
L1453,6622 Hernandez Park Suite 056,Middletown,NJ,07748,2,2.0,1018,1857,False,False,False,150,75,170,56,51,3.4,47,Doctor speech bill. Style finally institution language fast tell. Serious top image capital.
L1454,052 Jonathan Club Apt. 395,Edison,NJ,08817,3,1.0,2195,2455,False,False,True,150,25,171,72,54,3.4,25,Note argue heart enough seat degree. Reason would level approach reveal but.
L1455,876 Nicholas Mountain Apt. 237,Piscataway,NJ,08854,2,1.5,1432,2504,True,False,True,100,0,85,88,51,3.2,52,My each accept politics. Control agent growth major describe sure century. Recognize defense radio decision your if else control.
L1456,20914 Cameron Ridges,Asbury Park,NJ,07712,1,1.0,1102,1222,False,False,False,100,75,105,82,22,7.5,23,Seven compare everything catch which. Process painting moment threat across pull former.
L1457,62277 Owens Ford,Red Bank,NJ,07701,2,2.0,847,1970,False,False,False,50,50,242,29,78,4.4,26,Though media whether western I federal. Agreement sort about next appear her alone.
L1458,646 Justin Mission Suite 597,Edison,NJ,08820,4,1.0,1462,2588,True,False,False,0,75,215,80,64,4.4,60,Either herself candidate church nature region they south. Produce travel forget explain.
L1459,787 Melanie Trail Apt. 237,New Brunswick,NJ,08902,2,1.0,1179,2352,False,True,False,150,25,239,85,68,7.4,45,Power around price win face hold anyone. Would customer rich offer. Husband level woman outside win why.
L1460,1080 Robert Lights,Woodbridge,NJ,07095,2,1.5,691,2390,False,True,False,100,75,237,75,82,7.7,13,"Account industry green five. Range image everyone material unit water follow. Thousand goal yard common like ever.
Hit land minute."
L1461,83570 Shawn Gardens Suite 309,Long Branch,NJ,07740,1,1.0,654,1964,False,False,False,100,0,242,46,62,4.7,28,"Child defense poor article and. Rule music save development work since.
Defense property activity show. Statement little machine suddenly."
L1462,405 Donald Meadows,Woodbridge,NJ,07095,2,1.0,744,1916,True,True,True,50,25,198,82,81,9.4,37,"Response economy chair the.
Wide government most window cause."
L1463,08829 Buchanan Pike,Edison,NJ,08817,1,1.0,764,2008,False,True,True,150,0,94,30,50,6.9,14,South everybody number city position detail wife. All poor reveal heavy performance evidence. Information lose up decide support kitchen record.
L1464,27237 Shannon Parkway,Asbury Park,NJ,07712,2,2.0,906,2765,True,True,True,0,75,250,94,77,4.6,15,Writer these name person. Successful see leg. Good ask management around.
L1465,182 Deborah Overpass Apt. 669,Piscataway,NJ,08854,2,1.0,1352,2398,False,True,False,50,0,107,42,37,9.3,38,Another only detail single.
L1466,55505 Lowe Bypass,Asbury Park,NJ,07712,3,1.0,2092,3167,True,False,False,150,0,151,38,56,6.1,33,Popular modern pay push. Might represent exactly and happen. Mr bit baby ask thousand week prepare.
L1467,097 Williamson Plain,East Brunswick,NJ,08816,2,2.5,535,2661,True,True,False,150,25,243,66,25,6.5,25,"Discussion wind sound physical.
Mention enjoy with off fall trip. Standard institution task west sport. It visit party look."
L1468,233 Kevin Lane Suite 185,Middletown,NJ,07748,1,1.0,1449,2139,False,False,True,50,25,133,40,66,7.1,59,Mr on someone agency level. Feel some suggest remember home. Generation place ground exist. Tv main scientist type.
L1469,29286 Beck Garden Apt. 026,Asbury Park,NJ,07712,1,1.0,1298,2163,False,False,False,100,50,105,40,43,6.3,32,"Offer position his. Bring three indeed laugh. Outside help indeed itself.
Cause finish hour. Everyone specific TV care support."
L1470,367 Williamson Brook Apt. 779,Asbury Park,NJ,07712,2,1.0,553,2456,True,False,True,0,50,131,59,50,6.7,17,Change fight sport build family pattern. Early teach artist fight house.
L1471,9003 Smith Fall,Woodbridge,NJ,07095,2,2.5,1350,2464,True,False,False,150,50,114,53,32,7.5,30,As reveal decade view why single. Themselves human cell mouth movie. A light drop do education guess her.
L1472,3776 Davis Fields Apt. 858,East Brunswick,NJ,08816,1,1.0,902,2097,False,True,True,0,75,245,98,39,8.9,39,"Beyond recent lose during.
Old foot voice economic item. Include piece war address sometimes back lay."
L1473,69331 Mcmahon Fall,Piscataway,NJ,08854,2,1.0,910,2432,False,False,True,0,25,123,92,25,3.1,43,"Identify apply crime. Where it friend positive.
Push trip catch. Scientist benefit small agree important. Billion away floor."
L1474,13484 Jeffrey Courts,Asbury Park,NJ,07712,3,1.0,1459,2816,True,False,False,150,50,113,75,36,6.9,28,Politics hair military western bring. Citizen run effect strategy in.
L1475,953 Christensen Roads,Piscataway,NJ,08854,1,1.0,529,1497,False,True,False,50,25,229,78,20,3.1,18,Toward start everybody of PM guess perform store. If similar free concern himself where. Sport none at maintain today whether.
L1476,353 Martinez Roads Suite 324,Red Bank,NJ,07701,2,2.0,1225,2233,False,True,True,0,0,165,50,70,8.9,48,Management or fear full bank political. Week seat natural different even vote.
L1477,1538 Craig Tunnel,Freehold,NJ,07728,1,1.0,890,1509,False,False,True,0,75,125,53,31,6.3,31,Reason because each market decade. Here likely coach store. Wall event party.
L1478,4563 Carla Mount,Middletown,NJ,07748,1,1.0,943,1345,False,True,False,0,0,207,55,56,9.0,28,Team open tonight activity house of measure professor. Consider including treat responsibility.
L1479,33443 Lowery Manor,East Brunswick,NJ,08816,2,1.0,668,2123,False,True,False,0,0,118,26,39,4.2,40,Whatever event some example stay. Something enter rock western ten management describe. Yes training before hundred.
L1480,68019 John Divide Apt. 348,East Brunswick,NJ,08816,2,1.0,1416,2749,False,True,False,100,75,204,78,73,3.7,56,Network thousand you decide culture. Article long worker benefit study up. Day myself arrive food.
L1481,88141 David Place,Woodbridge,NJ,07095,1,1.0,790,1384,True,False,True,0,75,226,43,63,9.0,25,Federal carry machine recent significant parent wide live. Happy herself team could author never who. Truth material pass.
L1482,0696 Paul Lodge,Middletown,NJ,07748,3,1.0,2395,2649,False,False,True,100,0,87,30,68,8.4,52,Sport front your compare pretty. Throw ability plan executive result. Various level myself relate.
L1483,7563 Cox Parkways Suite 227,Middletown,NJ,07748,2,1.0,1173,1805,False,True,False,100,75,113,47,16,8.2,28,Choose identify set gun happen else them. Against amount family your TV born development.
L1484,76238 David Ways,Red Bank,NJ,07701,2,1.5,1116,2190,True,False,False,50,0,182,31,12,8.5,20,Director need Congress new. Actually everyone force choose cover.
L1485,783 David Plains,Asbury Park,NJ,07712,1,1.0,1169,1357,True,False,False,150,25,234,36,55,7.3,33,"Agency feel performance travel.
Feeling party the call several. Upon enjoy light improve. Explain this can already be member new."
L1486,557 Vargas Inlet Apt. 842,Long Branch,NJ,07740,2,2.0,987,2074,False,True,False,100,75,127,75,64,3.6,42,Street owner involve. Ready grow check. Song investment help road home inside drive laugh.
L1487,437 Gilbert Estates,Red Bank,NJ,07701,2,1.5,1230,1958,False,True,False,150,50,100,81,48,4.0,18,Fast feeling similar material travel follow. Mother push drive. Too company feeling above. Event lawyer call.
L1488,24257 John Track Apt. 329,East Brunswick,NJ,08816,2,1.0,548,2364,True,True,True,150,50,104,79,82,8.3,32,Fact consider develop bar policy TV cause hit. Evidence treatment cause. Hot toward real outside kind between.
L1489,0632 Walton Forge,East Brunswick,NJ,08816,2,1.0,1258,2477,False,True,True,150,0,101,73,48,5.0,56,Only matter few sister start. Continue and believe.
L1490,85594 Jessica Prairie Apt. 304,Middletown,NJ,07748,2,1.0,1489,2740,True,True,True,0,75,146,33,65,6.5,10,Carry doctor while prepare light. Shoulder expect heavy kid explain each actually. Past war good question.
L1491,281 Woods Centers,Asbury Park,NJ,07712,1,1.0,971,1908,False,False,False,100,50,157,31,26,3.9,22,Something person choose early. Hospital personal quite kid. Pick local into friend career cup.
L1492,13246 Greene Road,New Brunswick,NJ,08901,2,1.0,527,2014,False,True,True,150,75,128,31,48,8.0,19,Here decade wife sense movement election. Probably cut raise include now think future. Try cause behind single project.
L1493,1272 Stewart Key,Middletown,NJ,07748,1,1.0,656,1956,False,False,False,0,50,229,51,35,4.9,35,Major strong pull finish seem. Light improve more memory open civil everything soon.
L1494,06276 White Fort,Edison,NJ,08820,1,1.0,1230,1642,False,False,False,0,50,182,82,75,6.8,49,"Pass once democratic. Term authority offer feeling than. Too control skin fall management nearly.
Treat win rich less theory."
L1495,451 Freeman Trafficway,Middletown,NJ,07748,2,1.5,932,2390,False,True,False,150,50,109,83,54,5.9,37,"House imagine detail. Support six space international. Both write third.
Start subject through. Factor truth call stage significant thank data."
L1496,469 Andrew Land Suite 490,Edison,NJ,08817,1,1.0,852,1648,True,True,False,150,0,155,69,63,8.4,53,Certainly perform shake behavior nor. Hear station wide themselves back.
L1497,6685 Gloria Village,Red Bank,NJ,07701,2,2.0,1136,2012,False,True,False,50,0,131,40,72,3.7,36,Mission pressure ever position local. Floor media culture person activity two might. High language main spring nature already.
L1498,5983 Ernest Circles Suite 050,Middletown,NJ,07748,1,1.0,518,1567,False,False,True,50,75,88,28,53,5.8,49,Debate couple ground much open instead keep. Nation east weight would. Prevent side meeting executive hold process behind town.
L1499,5150 Luis Well,Piscataway,NJ,08854,2,1.0,848,2603,False,True,False,50,75,234,33,16,9.0,38,"Want interview why above name stand. Movement nor line. Police she difference.
Soldier light turn wear break these may. Five really lose mean."
